colony,date,ant_id,x,y,file_name,ant_type
N2,8/15/12,130,1304.13636,326.911483,6670,2
N2,8/15/12,130,1257.62919,338.9689,6611,2
N2,8/15/12,130,1264.51914,382.0311,6589,2
N2,8/15/12,130,1255.9067,382.0311,6582,2
N2,8/15/12,130,1224.90191,447.485646,6555,2
N2,8/15/12,130,1145.66746,447.485646,6515,2
N2,8/15/12,130,1159.44737,450.930622,6496,2
N2,8/15/12,130,1183.5622,404.423445,6465,2
N2,8/15/12,130,1212.8445,394.088517,6420,2
N2,8/15/12,130,1219.73445,421.648325,6404,2
N2,8/15/12,130,1261.07416,430.260766,6368,2
N2,8/15/12,130,1273.13158,399.255981,6323,2
N2,8/15/12,130,1304.13636,399.255981,5869,2
N2,8/15/12,130,1307.58134,383.753589,5851,2
N2,8/15/12,130,1292.07895,380.308612,5838,2
N2,8/15/12,130,1281.74402,387.198565,5824,2
N2,8/15/12,130,1317.91627,356.19378,5779,2
N2,8/15/12,137,1305.85885,328.633971,7555,2
N2,8/15/12,137,1262.79665,345.858852,7543,2
N2,8/15/12,137,1285.189,356.19378,7527,2
N2,8/15/12,137,1285.189,380.308612,7471,2
N2,8/15/12,137,1335.14115,354.471292,7445,2
N2,8/15/12,137,1438.49043,531.88756,7324,2
N2,8/15/12,137,1385.0933,426.815789,7282,2
N2,8/15/12,137,1324.80622,428.538278,7265,2
N2,8/15/12,137,1323.08373,507.772727,7224,2
N2,8/15/12,137,1314.47129,521.552632,7205,2
N2,8/15/12,137,1309.30383,481.935407,7115,2
N2,8/15/12,137,1274.85407,487.102871,7087,2
N2,8/15/12,137,1254.18421,395.811005,6935,2
N2,8/15/12,137,1278.29904,351.026316,6909,2
N2,8/15/12,137,1276.57656,282.126794,6894,2
N2,8/15/12,119,1307.58134,335.523923,4450,2
N2,8/15/12,119,1271.40909,399.255981,4367,2
N2,8/15/12,119,1262.79665,404.423445,4333,2
N2,8/15/12,119,1235.23684,394.088517,4293,2
N2,8/15/12,119,1202.50957,385.476077,4223,2
N2,8/15/12,119,1190.45215,344.136364,4199,2
N2,8/15/12,119,1238.68182,333.801435,4130,2
N2,8/15/12,119,1300.69139,338.9689,4067,2
N2,8/15/12,119,1293.80144,356.19378,4058,2
N2,8/15/12,133,1274.85407,275.236842,7417,2
N2,8/15/12,133,1205.95455,316.576555,7358,2
N2,8/15/12,133,1147.38995,369.973684,7305,2
N2,8/15/12,133,1157.72488,375.141148,7300,2
N2,8/15/12,133,1112.94019,399.255981,7281,2
N2,8/15/12,133,1214.56699,459.543062,7173,2
N2,8/15/12,133,1290.35646,500.882775,7079,2
N2,8/15/12,133,1211.12201,550.834928,7028,2
N2,8/15/12,133,1226.6244,559.447368,6995,2
N2,8/15/12,133,1174.94976,688.633971,6807,2
N2,8/15/12,133,1230.06938,550.834928,6630,2
N2,8/15/12,133,1204.23206,543.944976,6356,2
N2,8/15/12,133,1187.00718,471.600478,6322,2
N2,8/15/12,133,1321.36124,402.700957,6235,2
N2,8/15/12,133,1302.41388,340.691388,6194,2
N2,8/15/12,133,1319.63876,340.691388,6183,2
